,auteurs,url,tags,0,1,2,3,4,5,6
4540,Aurélien BOUTAUD,https://www.millenaire3.com/dossiers/2022/economie-regenerative-quel-chemin-pour-reconcilier-activites-humaines-et-cycles-naturels/petit-glossaire-d-economie-circulaire-et-regenerative,Biodiversité_Économie,Biodiversité,Économie,,,,,
4541,Boris CHABANEL,https://www.millenaire3.com/ressources/un-laboratoire-d-idees-pour-une-prospective-du-management-de-l-action-publique-urbaine,Prospective_Innovation,Prospective,Innovation,,,,,
4542,Eddy MAAROUFI,https://www.millenaire3.com/dossiers/2020/covid-19-pour-une-prospective-en-temps-de-crise/A-lire-Contagions-du-romancier-italien-Paolo-Giordano,Santé_Recherche,Santé,Recherche,,,,,
4543,Catherine FORET,https://www.millenaire3.com/ressources/l-adoption-du-plan-de-mandat-sous-raymond-barre-1996-quand-l-esprit-de-cooperation-supplante-les-clivages-partisans,Institution_Grand Lyon,Institution,Grand Lyon,,,,,
4544,Lucas PIESSAT,https://www.millenaire3.com/dossiers/2020/veille-m3/veille-m3-de-l-air-!-comme-la-horde-du-contrevent-sentir-le-mouvement-en-vivant-a-contre-courant,Veille M3,Veille M3,,,,,,
4545,Marine DOUCHY,https://www.millenaire3.com/ressources/curitiba-succes-et-limites-du-metro-de-surface,Mobilité_Urbanisme_International,Mobilité,Urbanisme,International,,,,
4546,Elina LUMBROSO,https://www.millenaire3.com/ressources/curitiba-succes-et-limites-du-metro-de-surface,Mobilité_Urbanisme_International,Mobilité,Urbanisme,International,,,,
4547,Marina VALENTE,https://www.millenaire3.com/ressources/curitiba-succes-et-limites-du-metro-de-surface,Mobilité_Urbanisme_International,Mobilité,Urbanisme,International,,,,
4548,Benjamin  PRADEL,https://www.millenaire3.com/ressources/Aux-rythmes-de-la-ville-l-urbanisme-dynamique,Mobilité_Politique de la ville_Urbanisme,Mobilité,Politique de la ville,Urbanisme,,,,
4549,Marianne CHOUTEAU,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-1,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
4550,Pierre-Alain FOUR,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-1,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
4551,Catherine FORET,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-1,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
4552,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-1,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
4553,Valérie DEFOY,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-1,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
4554,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/2013/les-sciences-humaines-et-sociales-la-metropole-de-lyon-archives/Les-Sciences-Humaines-et-Sociales-la-Metropole-Bulletin-de-veille-n-1,Recherche_Grand Lyon,Recherche,Grand Lyon,,,,,
4557,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/Environnement-indicateurs-de-pollution-atmospherique-a-Lyon,Évaluation_Grand Lyon,Évaluation,Grand Lyon,,,,,
4558,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/Sentiments-d-injustice/Mesurer-les-sentiments-d-inegalites,Cohésion sociale_Clivages,Cohésion sociale,Clivages,,,,,
4559,Gaëtan BRISEPIERRE,https://www.millenaire3.com/ressources/2014/l-impense-des-usages,Urbanisme_Usage,Urbanisme,Usage,,,,,
4560,Catherine GRANDCLEMENT,https://www.millenaire3.com/ressources/2014/l-impense-des-usages,Urbanisme_Usage,Urbanisme,Usage,,,,,
4561,Vincent RENAULD,https://www.millenaire3.com/ressources/2014/l-impense-des-usages,Urbanisme_Usage,Urbanisme,Usage,,,,,
4562,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/langue-de-culte-et-langue-communautaire-dans-l-agglomeration,Culture_Laïcité,Culture,Laïcité,,,,,
4567,Caroline JANUEL,https://www.millenaire3.com/dossiers/2023/cycle-veille-m3-famille-entre-foyer-inegalites-et-ecole-de-solidarites-quel-destin-pour-nos-maisonnees/veille-m3-une-vie-sans-enfant-liberation-sens-de-l-histoire-ou-renonciation,Cadre de vie_Veille M3,Cadre de vie,Veille M3,,,,,
4568,François MAYSSAL,https://www.millenaire3.com/dossiers/2016/la-ville-intelligente-archives/Risques-et-opportunites-de-la-ville-intelligente,Numérique_Innovation,Numérique,Innovation,,,,,
4569,Yoan OLLIVIER,https://www.millenaire3.com/dossiers/2016/la-ville-intelligente-archives/Risques-et-opportunites-de-la-ville-intelligente,Numérique_Innovation,Numérique,Innovation,,,,,
4570,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/2016/la-ville-intelligente-archives/Risques-et-opportunites-de-la-ville-intelligente,Numérique_Innovation,Numérique,Innovation,,,,,
4571,Bernard JOUVE,https://www.millenaire3.com/ressources/gouvernance-et-decentralisation-les-masques-tombent-enfin,Institution,Institution,,,,,,
4574,Olivier ROUSSEL,https://www.millenaire3.com/ressources/2023/7-concepts-pour-comprendre-20-ans-d-urbanisme-dans-l-agglomeration-lyonnaise,Transition_Urbanisme_Innovation,Transition,Urbanisme,Innovation,,,,
4575,Benjamin LIPPENS,https://www.millenaire3.com/dossiers/2019/grandir-en-banlieue-2-la-question-des-mobilites-sociales/Les-classes-populaires-en-statistiques,Inclusion_Recherche,Inclusion,Recherche,,,,,
4576,Catherine DEBRAND,https://www.millenaire3.com/dossiers/Changement-de-comportements/Daniel-Priolo-Changement-de-comportement-et-contradictions-internes,Valeurs_Usage,Valeurs,Usage,,,,,
4577,Jean-Baptiste LESTRA,https://www.millenaire3.com/ressources/pour-des-cimetieres-ilots-de-liberte,Urbanisme_Service public,Urbanisme,Service public,,,,,
4578,Julie JEAMMAUD,https://www.millenaire3.com/ressources/2021/veille-m3-terrains-de-foot-terrains-de-lutte-l-exemple-du-football-feminin,Sport_Veille M3_Genre,Sport,Veille M3,Genre,,,,
4579,Manon LOISEL,https://www.millenaire3.com/ressources/2022/eau-7-les-nombreux-effets-du-changement-climatique,Ressources,Ressources,,,,,,
4580,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/2022/eau-7-les-nombreux-effets-du-changement-climatique,Ressources,Ressources,,,,,,
4581,Hélène DELHAY,https://www.millenaire3.com/ressources/2022/eau-7-les-nombreux-effets-du-changement-climatique,Ressources,Ressources,,,,,,
4582,Xavier BRISBOIS,https://www.millenaire3.com/ressources/bilan-du-projet-melinda-1000-bornes,Mobilité,Mobilité,,,,,,
4583,Pauline VAN LAERE,https://www.millenaire3.com/ressources/bilan-du-projet-melinda-1000-bornes,Mobilité,Mobilité,,,,,,
4584,Philippe GARGOV,https://www.millenaire3.com/dossiers/2022/vers-une-reconquete-de-la-qualite-de-l-air-pourquoi-comment/la-transition-energetique-prise-dans-la-complexite-urbaine,Climat_Ressources,Climat,Ressources,,,,,
4585,Julien CASALS,https://www.millenaire3.com/ressources/2016/enquete-aupres-de-personnes-de-60-a-90-ans,Usage_Personnes âgées,Usage,Personnes âgées,,,,,
4586,Matthieu BOURY,https://www.millenaire3.com/ressources/2016/enquete-aupres-de-personnes-de-60-a-90-ans,Usage_Personnes âgées,Usage,Personnes âgées,,,,,
4587,Clara PERRIN,https://www.millenaire3.com/ressources/2016/enquete-aupres-de-personnes-de-60-a-90-ans,Usage_Personnes âgées,Usage,Personnes âgées,,,,,
4588,Quentin ZARAGORI,https://www.millenaire3.com/ressources/2016/enquete-aupres-de-personnes-de-60-a-90-ans,Usage_Personnes âgées,Usage,Personnes âgées,,,,,
4589,Clément RENAUD,https://www.millenaire3.com/ressources/2021/universites-des-difficultes-d-adaptations-aux-nouveaux-enjeux-qui-creent-un-appel-d-air-pour-le-secteur-prive,Éducation_Jeunesse,Éducation,Jeunesse,,,,,
4590,Chris YOUNÈS,https://www.millenaire3.com/ressources/des-etablissements-humains-durables-soutenables-une-utopie-de-deuxieme-type,Pensées politiques,Pensées politiques,,,,,,
4591,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/la-relation-homme-animal-dans-la-dimension-sacrificielle-l-exemple-de-l-aid-el-kebir,Biodiversité_Laïcité,Biodiversité,Laïcité,,,,,
4592,Caroline HAMON,https://www.millenaire3.com/dossiers/Mobilites-Quelle-place-dans-la-rue-de-demain/Nouvelles-mobilites-quel-role-pour-les-collectivites,Mobilité_Data,Mobilité,Data,,,,,
4593,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/2016/mesurer-le-bien-etre-a-l-echelle-d-un-projet-urbain,Cadre de vie_Cohésion sociale,Cadre de vie,Cohésion sociale,,,,,
4594,Boris CHABANEL,https://www.millenaire3.com/ressources/2021/economie-circulaire-les-definitions-officielles-masquent-une-pluralite-d-approches,Économie,Économie,,,,,,
4595,Valérie PUGIN,https://www.millenaire3.com/ressources/les-fondements-du-systeme-educatif-francais,Éducation,Éducation,,,,,,
4596,Catherine PANASSIER,https://www.millenaire3.com/ressources/les-evolutions-de-la-representation-des-francais-dans-les-assemblees-politiques,Démocratie_Institution,Démocratie,Institution,,,,,
4597,Nicolas LEPRÊTRE,https://www.millenaire3.com/dossiers/2019/start-up-entrepreneuriat-innovant-1-3-temoignages-d-entrepreneurs/dix-reponses-sur-l-entrepreneuriat-innovant,Entreprise_Innovation,Entreprise,Innovation,,,,,
4598,Lionel GASTINE,https://www.millenaire3.com/dossiers/Intelligence-artificielle-IA/Regards-croises-sur-l-intelligence-artificielle,Numérique_Innovation,Numérique,Innovation,,,,,
4599,François MAYSSAL,https://www.millenaire3.com/dossiers/Intelligence-artificielle-IA/Regards-croises-sur-l-intelligence-artificielle,Numérique_Innovation,Numérique,Innovation,,,,,
4600,Nicolas NOVA,https://www.millenaire3.com/dossiers/Intelligence-artificielle-IA/Regards-croises-sur-l-intelligence-artificielle,Numérique_Innovation,Numérique,Innovation,,,,,
4601,David CHEVALLIER,https://www.millenaire3.com/dossiers/2019/sans-abri/Sans-abrisme-et-domiciliation-a-Venissieux-Nous-connaissons-des-personnes-qui-travaillent-et-qui-dorment-dans-leur-voiture,Solidarité_Inclusion_Pauvreté,Solidarité,Inclusion,Pauvreté,,,,
4602,Nicolas RIO,https://www.millenaire3.com/dossiers/2020/sentiments-d-injustice/Daniel-Agacinski-Une-grande-partie-des-reclamations-viennent-d-une-difficulte-a-communiquer-avec-l-administration,Service public_Usage_Justice,Service public,Usage,Justice,,,,
4605,Catherine PANASSIER,https://www.millenaire3.com/dossiers/2023/le-defile-et-millenaire-3-analyse-retroprospective-d-une-reflexion-sur-l-identite-d-un-territoire/charles-picq-maison-de-la-danse-la-danse-a-amene-a-la-ville-une-facon-de-soigner-son-vivre-ensemble,Patrimoine_Culture_Grand Lyon,Patrimoine,Culture,Grand Lyon,,,,
4606,Julien CASALS,https://www.millenaire3.com/dossiers/2021/commande-publique-responsable-un-levier-puissant-de-transition-ecologique-et-sociale/commande-publique-responsable-etat-des-lieux-des-pratiques-enjeux-et-freins-rencontres,Transition_Social,Transition,Social,,,,,
4607,Malou ALLAGNAT,https://www.millenaire3.com/ressources/2021/anissa-meme-quand-y-a-la-clim-y-a-tellement-de-gens-que-tu-etouffes-quand-meme,Cadre de vie_Climat_Grand Lyon,Cadre de vie,Climat,Grand Lyon,,,,
4608,Eddy MAAROUFI,https://www.millenaire3.com/dossiers/veille-m3/veille-m3-thomas-zimmermann-du-lyon-street-food-festival-ca-fonctionne-ce-melting-pot-et-ce-pretexte-de-la-table-pour-reunir,Veille M3,Veille M3,,,,,,
4609,Françoise SION,https://www.millenaire3.com/ressources/hommes-et-animaux-comment-vivre-en-harmonie-l-experience-des-villes-belges,Cadre de vie_Biodiversité_International,Cadre de vie,Biodiversité,International,,,,
4610,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",https://www.millenaire3.com/ressources/Contribution-du-Conseil-economique-et-social-au-pacte-europeen-pour-la-jeunesse,Jeunesse,Jeunesse,,,,,,
4611,Christian LEFÈVRE,https://www.millenaire3.com/ressources/gouvernements-metropolitains-et-gouvernance-dans-les-pays-occidentaux,Institution_International,Institution,International,,,,,
4612,Cédric POLÈRE,https://www.millenaire3.com/dossiers/2021/participer-a-la-vie-sociale-entre-integration-et-inclusion/La-discrimination-existe-dans-l-acces-a-la-fonction-publique-mais-elle-diminue,Travail_Inclusion_Service public,Travail,Inclusion,Service public,,,,
4613,Yves LAMBERT,https://www.millenaire3.com/ressources/les-valeurs-religieuses-je-veux-croire-comme-je-veux,Valeurs_Laïcité,Valeurs,Laïcité,,,,,
4614,Pierre-Alain FOUR,https://www.millenaire3.com/dossiers/Grand-Lyon-Vision-Culture-archives/Politiques-culturelles-Singularites-et-positionnement-de-l-agglomeration-lyonnaise,Culture_Grand Lyon,Culture,Grand Lyon,,,,,
4615,Eddy MAAROUFI,https://www.millenaire3.com/dossiers/Covid-19-pour-une-prospective-en-temps-de-crise/Francois-de-Jouvenel-de-Futuribles-Une-reflexion-de-long-terme-c-est-une-pensee-de-l-incertitude,Service public_Prospective,Service public,Prospective,,,,,
4616,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/2013/rituels-funeraires-ville-et-cimetieres-archives/le-rituel-funeraire-musulman,Service public_Usage_Laïcité,Service public,Usage,Laïcité,,,,
4617,Sophie KELLER,https://www.millenaire3.com/dossiers/Start-up-entrepreneuriat-innovant-1-3-Temoignages-d-entrepreneurs/Une-start-up-lyonnaise-dans-l-energie-l-exemple-de-CoopaWatt,Innovation_Entreprise,Innovation,Entreprise,,,,,
4618,Pierre-Alain FOUR,https://www.millenaire3.com/dossiers/Grand-Lyon-Vision-Culture-archives/Le-champ-culturel-est-il-un-univers-en-expansion,Culture,Culture,,,,,,
4619,Boris CHABANEL,https://www.millenaire3.com/dossiers/2017/tendances-prospectives-economie/Emploi-et-formation,Entreprise,Entreprise,,,,,,
4620,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/Doctrines-politiques-et-action-publique/Solidarite-et-competition-des-valeurs-contradictoires,Solidarité_Valeurs_Pensées politiques,Solidarité,Valeurs,Pensées politiques,,,,
4621,François MAYSSAL,https://www.millenaire3.com/dossiers/2017/tendances-prospectives-economie/L-industrie-du-futur,Entreprise_Innovation_Économie,Entreprise,Innovation,Économie,,,,
4622,Malou ALLAGNAT,https://www.millenaire3.com/dossiers/2023/action-publique-comment-penser-la-solidarite-depuis-un-territoire/ca-fait-passer-un-moment-le-banc-a-l-ombre-et-ce-qui-tourne-autour,Cadre de vie_Climat_Grand Lyon,Cadre de vie,Climat,Grand Lyon,,,,
4625,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/2023/comment-soutenir-la-consommation-bio-des-leviers-a-portee-des-collectivites,Biodiversité_Action publique_Développement durable,Biodiversité,Action publique,Développement durable,,,,
4626,Arthur GRIMONPONT,https://www.millenaire3.com/ressources/2023/comment-soutenir-la-consommation-bio-des-leviers-a-portee-des-collectivites,Biodiversité_Action publique_Développement durable,Biodiversité,Action publique,Développement durable,,,,
4631,Nicolas NOVA,https://www.millenaire3.com/dossiers/Intelligence-artificielle-IA/Les-industries-chinoises-de-l-Intelligence-artificielle,Numérique_Innovation,Numérique,Innovation,,,,,
4632,Pierre-Alain FOUR,https://www.millenaire3.com/ressources/la-soie-a-lyon-une-initiative-du-pouvoir-royal,Patrimoine_Culture,Patrimoine,Culture,,,,,
4633,Caroline JANUEL,https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/L-art-medical-a-Lyon-evolution-et-constitution-des-savoirs,Patrimoine_Santé_Recherche,Patrimoine,Santé,Recherche,,,,
4636,Ludovic VIÉVARD,https://www.millenaire3.com/ressources/role-et-place-de-l-image-dans-la-construction-de-l-imaginaire,Culture,Culture,,,,,,
4637,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/Sentiments-d-injustice/Definir-des-criteres-d-injustice,Cohésion sociale_Clivages,Cohésion sociale,Clivages,,,,,
4638,Hervé LE BRAS,https://www.millenaire3.com/ressources/sommes-nous-trop-nombreux-sur-terre,Transition_Ressources,Transition,Ressources,,,,,
4639,Cédric POLÈRE,https://www.millenaire3.com/dossiers/2020/sentiments-d-injustice/La-ville-juste-un-objectif-qui-reinterroge-les-politiques-des-metropoles,Solidarité_Inclusion_Évaluation,Solidarité,Inclusion,Évaluation,,,,
4640,Nicolas NOVA,https://www.millenaire3.com/dossiers/2020/veille-m3/Veille-M3-Collapsologie-De-l-effondrisme-au-brutalisme-le-numerique-en-mode-degrade,Numérique_Veille M3,Numérique,Veille M3,,,,,
4641,Catherine PANASSIER,https://www.millenaire3.com/ressources/la-quete-du-bien-etre-social-enjeu-majeur-de-sante-publique,Solidarité_Santé_Social,Solidarité,Santé,Social,,,,
4642,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/2023/zero-artificialisation-nette-ou-en-est-on,Biodiversité_Action publique_Climat,Biodiversité,Action publique,Climat,,,,
4643,Emile HOOGE,https://www.millenaire3.com/ressources/2018/une-economie-de-la-culture-en-mouvement,Culture_Économie,Culture,Économie,,,,,
4644,Pierre-Alain FOUR,https://www.millenaire3.com/ressources/2018/une-economie-de-la-culture-en-mouvement,Culture_Économie,Culture,Économie,,,,,
4645,Anne-Caroline JAMBAUD,https://www.millenaire3.com/ressources/2018/une-economie-de-la-culture-en-mouvement,Culture_Économie,Culture,Économie,,,,,
4646,Sophie KELLER,https://www.millenaire3.com/ressources/2018/une-economie-de-la-culture-en-mouvement,Culture_Économie,Culture,Économie,,,,,
4647,Aurélien BOUTAUD,https://www.millenaire3.com/dossiers/2015/l-evaluation-des-politiques-publiques/Regards-croises-sur-l-evaluation-des-politiques-publiques,Prospective_Service public_Évaluation,Prospective,Service public,Évaluation,,,,
4648,Benjamin LIPPENS,https://www.millenaire3.com/ressources/2019/les-rapports-a-l-islam-de-jeunes-hommes-descendants-d-immigres,Citoyenneté_Jeunesse,Citoyenneté,Jeunesse,,,,,
4651,Quentin VERNETTE,https://www.millenaire3.com/ressources/2021/veille-m3-collapsologie-l-effondrisme-cette-anti-utopie-qui-nous-pousse-peut-etre-vers-un-monde-meilleur,Prospective_Veille M3,Prospective,Veille M3,,,,,
4652,Eddy MAAROUFI,https://www.millenaire3.com/ressources/2021/veille-m3-collapsologie-l-effondrisme-cette-anti-utopie-qui-nous-pousse-peut-etre-vers-un-monde-meilleur,Prospective_Veille M3,Prospective,Veille M3,,,,,
4653,Pierre-Alain FOUR,https://www.millenaire3.com/ressources/Lyon-et-la-soie-aujourd-hui-recomposee-et-reconvertie,Patrimoine,Patrimoine,,,,,,
4654,Sylvie  BOUTAUDOU,https://www.millenaire3.com/dossiers/2016/la-ville-intelligente-archives/Les-donnees-carburant-d-un-nouveau-metabolisme-urbain,Numérique_Innovation_Data,Numérique,Innovation,Data,,,,
4663,Cédric POLÈRE,https://www.millenaire3.com/dossiers/Chantier-Egalite-Femmes-Hommes/Point-de-vue-Michele-Vianes-de-Regards-de-Femmes,Genre,Genre,,,,,,
4666,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/Sentiments-d-injustice/Comprendre-ce-qui-est-in-juste,Inclusion_Cohésion sociale_Clivages,Inclusion,Cohésion sociale,Clivages,,,,
4667,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/2021/cycle-veille-m3-reindustrialisation-les-usines-peuvent-elles-devenir-les-fabriques-d-un-futur-desirable/veille-m3-l-imaginaire-moteur-de-la-renaissance-industrielle,Veille M3,Veille M3,,,,,,
4668,Julie JEAMMAUD,https://www.millenaire3.com/dossiers/2021/cycle-veille-m3-souverainete-numerique-quelles-territorialisations-pour-la-toile/veille-m3-entre-etats-et-gafam-l-utopie-dechue-d-internet-un-espace-public-sous-controle,Numérique_Veille M3,Numérique,Veille M3,,,,,
4669,Benjamin LIPPENS,https://www.millenaire3.com/dossiers/2021/incivilites-violences-quand-le-guichet-devient-un-exutoire/Tolerance-zero-Incivilites-et-insecurite-de-S.-Roche-20-apres-quelle-re-lecture,Usage_Service public,Usage,Service public,,,,,
4670,Marianne CHOUTEAU,https://www.millenaire3.com/dossiers/2011/lyon-le-genie-de-la-technique-archives/Histoire-croisee-des-textiles-et-de-la-chimie-en-region-lyonnaise,Patrimoine_Culture,Patrimoine,Culture,,,,,
4673,Cédric POLÈRE,https://www.millenaire3.com/ressources/Des-initiatives-qui-font-du-numerique-un-levier-a-l-inclusion-et-a-l-acces-aux-droits,Numérique_Inclusion_Cohésion sociale,Numérique,Inclusion,Cohésion sociale,,,,
4674,Eddy MAAROUFI,https://www.millenaire3.com/dossiers/Veille-M3/Veille-M3-Souverainete-numerique-avec-la-directive-copyright-l-Europe-a-joue-la-carte-du-soft-power,Culture_Numérique_Veille M3,Culture,Numérique,Veille M3,,,,
4675,Catherine PANASSIER,https://www.millenaire3.com/ressources/le-scandale-de-la-surpopulation-des-maisons-d-arret-les-chiffres-cles-de-l-administration-penitentiaire,Évaluation_Justice,Évaluation,Justice,,,,,
4678,Lucas PIESSAT,https://www.millenaire3.com/dossiers/2020/veille-m3/veille-m3-du-concept-de-fraternite-devra-t-on-depasser-l-analogie-entre-famille-et-societe,Valeurs_Veille M3,Valeurs,Veille M3,,,,,
4681,Pierre-Alain FOUR,https://www.millenaire3.com/ressources/2021/veille-m3-collapsologie-l-expo-critical-zones-donne-l-alerte-en-alliant-arts-sciences,Prospective_Culture_Veille M3,Prospective,Culture,Veille M3,,,,
4682,Eddy MAAROUFI,https://www.millenaire3.com/dossiers/2020/covid-19-pour-une-prospective-en-temps-de-crise/Emmanuelle-Santelli-Le-confinement-n-a-fait-qu-exacerber-des-disparites-deja-existantes-au-sein-du-couple,Genre,Genre,,,,,,
4685,Brice DURY,https://www.millenaire3.com/ressources/Ville-et-handicap-en-finir-avec-l-accessibilite,Santé_Handicap_Inclusion,Santé,Handicap,Inclusion,,,,
4686,Pierre-Alain FOUR,https://www.millenaire3.com/dossiers/2017/tendances-prospectives-economie/Les-industries-creatives2,Innovation_Entreprise_Culture,Innovation,Entreprise,Culture,,,,
4689,Gérard HYTTE,https://www.millenaire3.com/ressources/quelques-idees-autour-du-rhone-et-de-la-saone,Biodiversité_Urbanisme_Ressources,Biodiversité,Urbanisme,Ressources,,,,
4690,Cédric POLÈRE,https://www.millenaire3.com/ressources/politique-de-la-ville-1977-2000-en-20-ans-une-multiplication-des-dispositifs-et-des-zones-urbaines-concernees,Politique de la ville,Politique de la ville,,,,,,
4691,Xavier BRISBOIS,https://www.millenaire3.com/dossiers/2022/vers-une-reconquete-de-la-qualite-de-l-air-pourquoi-comment/bilan-du-projet-melinda-1000-bornes,Mobilité,Mobilité,,,,,,
4692,Pauline VAN LAERE,https://www.millenaire3.com/dossiers/2022/vers-une-reconquete-de-la-qualite-de-l-air-pourquoi-comment/bilan-du-projet-melinda-1000-bornes,Mobilité,Mobilité,,,,,,
4693,Aurélien BOUTAUD,https://www.millenaire3.com/dossiers/2020/veille-m3/veille-m3-infographie-seul-e-ou-en-menage-l-impact-des-structures-familiales-sur-notre-empreinte-carbone,Développement durable_Veille M3,Développement durable,Veille M3,,,,,
4694,Ludovic VIÉVARD,https://www.millenaire3.com/dossiers/2022/entre-decentralisation-des-competences-et-proximite-des-services-quels-enjeux-pour-la-territorialisation/samuel-depraz-inegalites-territoriales-et-politiques-publiques,Citoyenneté_Cohésion sociale_Clivages,Citoyenneté,Cohésion sociale,Clivages,,,,
4695,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,https://www.millenaire3.com/ressources/la-presse-lyon-dans-la-presse-etrangere,Attractivité_Grand Lyon_International,Attractivité,Grand Lyon,International,,,,
4696,Kamil HAJJI,https://www.millenaire3.com/dossiers/2022/pouvoir-d-habiter-se-reapproprier-la-question-du-logement/soutenabilite-et-modes-de-vie-les-besoins-de-chacun-sont-ils-conciliables-avec-l-urgence-climatique,Transition_Cadre de vie_Habitat,Transition,Cadre de vie,Habitat,,,,
4697,Bertrand LABASSE,https://www.millenaire3.com/ressources/communication-publique-qui-prendra-l-information-au-serieux,Valeurs,Valeurs,,,,,,
4698,Claudio BOLZMAN,https://www.millenaire3.com/ressources/quels-changements-quel-modele-d-integration,Inclusion,Inclusion,,,,,,
4699,Dominique BOURG,https://www.millenaire3.com/ressources/un-debat-sur-la-transcendance-de-la-nature,Biodiversité,Biodiversité,,,,,,
4700,André GORZ,https://www.millenaire3.com/ressources/sortir-de-la-societe-salariale,Travail,Travail,,,,,,
4701,Olivier BLANDIN,https://www.millenaire3.com/ressources/comment-conjuguer-mobilite-et-responsabilite-collective,Mobilité_Économie,Mobilité,Économie,,,,,
4702,Boris CHABANEL,https://www.millenaire3.com/dossiers/2016/developper-l-economie-de-proximite/Tourisme-urbain-quel-positionnement-pour-Lyon,Attractivité_Grand Lyon,Attractivité,Grand Lyon,,,,,
4703,David GRAND,https://www.millenaire3.com/ressources/L-hebergement-social-variation-autour-des-ressources-des-residents,Solidarité_Inclusion,Solidarité,Inclusion,,,,,
4704,Pierre MICHEL_,https://www.millenaire3.com/ressources/lyon-metropole-accueillante,Solidarité_Grand Lyon,Solidarité,Grand Lyon,,,,,
4705,Bruno FANTON,https://www.millenaire3.com/ressources/recensement-de-l-usage-des-technologies-de-l-information-dans-l-environnement-des-quartiers-dsu-du-grand-lyon,Solidarité_Numérique_Grand Lyon,Solidarité,Numérique,Grand Lyon,,,,
4708,Catherine PANASSIER,https://www.millenaire3.com/dossiers/2013/rituels-funeraires-ville-et-cimetieres-archives/Comment-reamenager-les-cimetieres,Service public_Usage,Service public,Usage,,,,,
4709,Benjamin  PRADEL,https://www.millenaire3.com/dossiers/Sans-abri/Le-rapport-a-l-espace-urbain-des-personnes-sans-abri,Inclusion_Clivages_Pauvreté,Inclusion,Clivages,Pauvreté,,,,
4710,Alexandre MONNIN,https://www.millenaire3.com/ressources/2022/veille-m3-fermentation-et-subsistance-le-monde-contemporain-au-prisme-d-une-yaourtiere,Transition_Biodiversité_Veille M3,Transition,Biodiversité,Veille M3,,,,
4711,Marianne CHOUTEAU,https://www.millenaire3.com/ressources/l-animal-support-pedagogique,Biodiversité_Éducation,Biodiversité,Éducation,,,,,
4712,Aurélien BOUTAUD,https://www.millenaire3.com/ressources/2021/veille-m3-impact-carbone-du-numerique-a-l-ere-de-la-5g-un-enjeu-de-souverainete-environnementale-selon-le-hcc,Numérique_Veille M3,Numérique,Veille M3,,,,,
4713,Sylvie  MAURIS-DEMOURIOUX,https://www.millenaire3.com/dossiers/2011/ville-et-handicap-s/Divergences-et-convergences-des-approches-du-handicap-Partie-2-La-convergence-des-politiques-publiques-et-des-legislations,Handicap_Inclusion_Cohésion sociale,Handicap,Inclusion,Cohésion sociale,,,,
4714,Cédric POLÈRE,https://www.millenaire3.com/ressources/minorite-ethnique-son-approche-dans-les-differents-pays-de-l-integration,Pensées politiques,Pensées politiques,,,,,,
