,source,target,values
27385,Prospective,Isabelle BARAUD-SERFATY,1.0
27393,Prospective,Pierre-Alain FOUR,9.0
27398,Prospective,Laure BORNAREL,1.0
27410,Prospective,François DENIEUL,1.0
27414,Prospective,Manuel CASTELLS,1.0
27487,Prospective,Brigitte YVRAY-DANGUIS,1.0
27489,Prospective,François ASCHER,1.0
27507,Prospective,Bernard JOUVE,1.0
27540,Prospective,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,1.0
27591,Prospective,Jean-Louis DAYAN,1.0
27592,Prospective,Hugues DE JOUVENEL,2.0
27613,Prospective,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
27751,Prospective,Philippe DURANCE,2.0
27867,Prospective,Stéphane CORDOBES,1.0
27885,Prospective,Patrick LUSSON,1.0
27900,Éducation,Anne-Caroline JAMBAUD,2.0
27906,Éducation,Boris CHABANEL,6.0
27907,Éducation,Catherine DEBRAND,3.0
27908,Éducation,Emile HOOGE,7.0
27909,Éducation,Cédric POLÈRE,2.0
27910,Éducation,Ludovic VIÉVARD,5.0
27916,Éducation,Aurélien BOUTAUD,1.0
27922,Éducation,Nicolas NOVA,3.0
27924,Éducation,Claire HARPET,1.0
27934,Éducation,Jean-Marc BERTHET,5.0
27937,Éducation,Catherine PANASSIER,7.0
27939,Éducation,Caroline JANUEL,5.0
27942,Éducation,Marianne CHOUTEAU,5.0
27951,Éducation,Anouk JORDAN,2.0
27952,Éducation,Sylvie  MAURIS-DEMOURIOUX,14.0
27953,Éducation,Julien CASALS,1.0
27955,Éducation,Emmanuelle LAMBREY,1.0
27963,Éducation,Geoffroy BING,1.0
27965,Éducation,Lionel GASTINE,3.0
27966,Éducation,François MAYSSAL,3.0
27977,Éducation,Valérie PUGIN,18.0
27988,Éducation,Sebastian ROCHE,3.0
27994,Éducation,Jean-Loup MOLIN,4.0
27998,Éducation,Eddy MAAROUFI,1.0
27999,Éducation,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
28000,Éducation,Lucas PIESSAT,3.0
28001,Éducation,Gauthier BRAVAIS,3.0
28004,Éducation,Caroline HAMON,2.0
28013,Éducation,Pierre-Alain FOUR,6.0
28019,Éducation,Bruno BENOIT,1.0
28051,Éducation,Marie Clémence LE PAPE,2.0
28052,Éducation,Maël DIEUDONNÉ,2.0
28055,Éducation,"""CFEEDD COLLECTIF FRANÇAIS DE LEDUCATION À LENVIRONNEMENT """,1.0
28100,Éducation,Mélanie GAT,1.0
28111,Éducation,François-Régis GUILLAUME,1.0
28114,Éducation,Yannick BRUXELLE,2.0
28119,Éducation,Thérèse LAFERRIÈRE,1.0
28128,Éducation,Danielle COLARDYN,1.0
28129,Éducation,Olivier COUSIN,1.0
28131,Éducation,Collectif ECONOMIE ET HUMANISME,1.0
28134,Éducation,Delphine GRAVIER,1.0
28144,Éducation,Patrick GUIHOT,1.0
28152,Éducation,Gilles PINSON,1.0
28165,Éducation,Stéphane BIENVENUE,1.0
28168,Éducation,Christelle MOREL-JOURNEL,1.0
28169,Éducation,Attila BASKURT,1.0
28170,Éducation,Jean-Yves  TOUSSAINT,1.0
28201,Éducation,Françoise LORCERIE,1.0
28202,Éducation,Delphine CAVALLO,1.0
28205,Éducation,Fernand BERTEN,1.0
28206,Éducation,Edgar MORIN,1.0
28223,Éducation,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",1.0
28235,Éducation,Jean-François ROUET,1.0
28238,Éducation,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",1.0
28270,Éducation,Bertrand LABASSE,1.0
28283,Éducation,Jean-Louis BAL,1.0
28292,Éducation,Danielle BILLY-ROUIS,1.0
28299,Éducation,Clément RENAUD,3.0
28311,Éducation,Philippe MEIRIEU,2.0
28324,Éducation,François DUBET,1.0
28327,Éducation,Cyria EMELIANOFF,1.0
28340,Éducation,Anne FORNEROD,2.0
28343,Éducation,Aldo NAOURI,1.0
28358,Éducation,Guy POUZARD,1.0
28363,Éducation,Mélissa POUPELLOZ,2.0
28372,Éducation,Pierre BORDELEAU,1.0
28376,Éducation,Pierre MICHEL_,1.0
28383,Éducation,"""Association Nationale DES DIRECTEURS DE LEDUCATION DES VILLES DE FRANCE""",1.0
28386,Éducation,Olivier MARTEL,2.0
28391,Éducation,Alain BOURGAREL,1.0
28396,Éducation,André GIORDAN,1.0
28398,Éducation,Marc JEANNEROD,1.0
28438,Éducation,Claire BÉLISLE,1.0
28451,Éducation,Luc BAPTISTE,1.0
28464,Éducation,Jérôme BINDE,1.0
28484,Éducation,Serge POUTS-LAJUS,1.0
28485,Éducation,Marielle RICHIE-MAGNIER,1.0
28486,Éducation,Pierre MOEGLIN,1.0
28492,Éducation, NÉGAWATT,1.0
28520,Mobilité,Anne-Caroline JAMBAUD,11.0
28522,Mobilité,Benjamin  PRADEL,17.0
28526,Mobilité,Boris CHABANEL,2.0
28528,Mobilité,Emile HOOGE,2.0
28529,Mobilité,Cédric POLÈRE,2.0
28530,Mobilité,Ludovic VIÉVARD,8.0
28536,Mobilité,Aurélien BOUTAUD,1.0
28542,Mobilité,Nicolas NOVA,5.0
28544,Mobilité,Claire HARPET,1.0
28545,Mobilité,Philippe JURY,1.0
28559,Mobilité,Caroline JANUEL,7.0
28575,Mobilité,Emmanuelle LAMBREY,6.0
28586,Mobilité,François MAYSSAL,4.0
28605,Mobilité,Yoan OLLIVIER,4.0
28611,Mobilité,Nicolas JOURNO,6.0
28612,Mobilité,Claire MARQUET,6.0
28616,Mobilité,Fabien GIRARDIN,5.0
28619,Mobilité,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,6.0
28620,Mobilité,Lucas PIESSAT,4.0
28621,Mobilité,Gauthier BRAVAIS,4.0
28624,Mobilité,Caroline HAMON,7.0
28625,Mobilité,Isabelle BARAUD-SERFATY,4.0
28627,Mobilité,Philippe GARGOV,2.0
28631,Mobilité,Quentin ZARAGORI,6.0
28644,Mobilité,Jean-Yves BOULIN,1.0
28652,Mobilité,Stéphanie BEAUCHENE,2.0
28656,Mobilité,Brice DURY,9.0
28657,Mobilité,Sophie KELLER,8.0
28658,Mobilité,Frédérique SONNET,6.0
28711,Mobilité,Stéphane AUTRAN,3.0
28712,Mobilité,Lucie VERCHERE,3.0
28742,Mobilité,Sandrine BOUCHER,1.0
28747,Mobilité,Bernard JOUVE,1.0
28755,Mobilité,Jean-Claude DECOURT,1.0
28778,Mobilité,Cécile FÉRÉ,2.0
28784,Mobilité,Bruno MARZLOFF,4.0
28787,Mobilité,Michel RAFFIN,1.0
28792,Mobilité,Philippe GACHE,1.0
28814,Mobilité,Xavier BRISBOIS,6.0
28815,Mobilité,Pauline VAN LAERE,6.0
28824,Mobilité,Sandra DECELLE,2.0
28853,Mobilité,DPDP - DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
28858,Mobilité,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",1.0
28978,Mobilité,Guy POUZARD,1.0
29064,Mobilité,Nicolas SOULIER,1.0
29088,Mobilité,Marine DOUCHY,1.0
29089,Mobilité,Elina LUMBROSO,1.0
29090,Mobilité,Marina VALENTE,1.0
29103,Mobilité,Olivier BLANDIN,1.0
29138,Mobilité,Nicolas MERCAT,1.0
29140,Service public,Anne-Caroline JAMBAUD,13.0
29146,Service public,Boris CHABANEL,2.0
29147,Service public,Catherine DEBRAND,1.0
29148,Service public,Emile HOOGE,1.0
29149,Service public,Cédric POLÈRE,12.0
29150,Service public,Ludovic VIÉVARD,13.0
29154,Service public,Philippe DUJARDIN,1.0
29156,Service public,Aurélien BOUTAUD,18.0
29177,Service public,Catherine PANASSIER,8.0
29179,Service public,Caroline JANUEL,3.0
29189,Service public,Nicolas LEPRÊTRE,5.0
29192,Service public,Sylvie  MAURIS-DEMOURIOUX,1.0
29193,Service public,Julien CASALS,1.0
29203,Service public,Geoffroy BING,10.0
29205,Service public,Lionel GASTINE,1.0
29206,Service public,François MAYSSAL,6.0
29221,Service public,Benjamin LIPPENS,3.0
29225,Service public,Yoan OLLIVIER,8.0
29228,Service public,Sebastian ROCHE,5.0
29235,Service public,Nicolas RIO,6.0
29238,Service public,Eddy MAAROUFI,19.0
29244,Service public,Caroline HAMON,6.0
29245,Service public,Isabelle BARAUD-SERFATY,1.0
29253,Service public,Pierre-Alain FOUR,4.0
29276,Service public,Brice DURY,2.0
29290,Service public,Jean-Nicolas BIRCK,3.0
29301,Service public,Christine OLM,1.0
29312,Service public,Pierre GROSDEMOUGE,5.0
29313,Service public,Irène GAILLARD,3.0
29314,Service public,Vanina MOLLO,3.0
29326,Service public,Caroline RICHEMONT,1.0
29328,Service public,Sandra JARRY,3.0
29331,Service public,Stéphane AUTRAN,1.0
29332,Service public,Lucie VERCHERE,4.0
29336,Service public,Gilbert BERLIOZ,4.0
29360,Service public,Michel WIEVIORKA,3.0
29387,Service public,Adèle SEYRIG,1.0
29388,Service public,Jeanne CARTILLIER,1.0
29396,Service public,Gilles JEANNOT,1.0
29400,Service public,CCSPL  COMMISSION CONSULTATIVE DES SERVICES PUBLICS LOCAUX DU GRAND LYON,1.0
29427,Service public,Laura PANDELLE,1.0
29428,Service public,Magali MARLIN,1.0
29432,Service public,Gilles FINCHELSTEIN,1.0
29444,Service public,Sandra DECELLE,2.0
29461,Service public,Roland GORI,1.0
29466,Service public,Didier CAZELLES,1.0
29478,Service public,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",2.0
29487,Service public,Alexis SPIRE,3.0
29498,Service public,Vincent DUBOIS,3.0
29500,Service public,Romain BEAUCHER,2.0
29502,Service public,Patrice AUBERTEL,1.0
29503,Service public,Paul RAVEAUD,1.0
29504,Service public,Thérèse SPECTOR,1.0
29507,Service public,Didier VANONI,1.0
29524,Service public,Sylvère ANGOT,2.0
29526,Service public,Brigitte AURIACOMBE,1.0
29553,Service public,Martin VANIER,1.0
29561,Service public,Bruno CARBONNET,2.0
29562,Service public,Julia GUDEFIN,1.0
29569,Service public,Hubert GUILLAUD,2.0
29570,Service public,Manon MOLINS,2.0
29571,Service public,Marine ALBAREDE,2.0
29580,Service public,Anne FORNEROD,2.0
29581,Service public,Frédéric BERTRAND,2.0
29630,Service public,Fanny VIRY,1.0
29632,Service public,Alice TAGGER,1.0
29633,Service public,Olivier OULLIER,2.0
29653,Service public,Sophie BOISSARD,1.0
29661,Service public,Robert REVAT,2.0
29663,Service public,Benjamin BADIA,1.0
29665,Service public,Marie-Amandine VERMILLON,1.0
29715,Service public,Jean-Baptiste LESTRA,1.0
29727,Service public,Stéphane CORDOBES,1.0
29733,Service public,Nicolas MATYJASIK,1.0
29746,Service public,Victor CHOMENTOWSKI,1.0
29758,Service public,Nicolas MERCAT,1.0
29810,Blandine CERISIER,Genre,3.0
30383,Nicolas LEPRÊTRE,Inclusion,9.0
30384,Nicolas LEPRÊTRE,Clivages,8.0
30385,Nicolas LEPRÊTRE,Pauvreté,5.0
30392,Nicolas LEPRÊTRE,Travail,1.0
30393,Nicolas LEPRÊTRE,Entreprise,9.0
30397,Nicolas LEPRÊTRE,Transition,5.0
30400,Nicolas LEPRÊTRE,Numérique,1.0
30403,Nicolas LEPRÊTRE,Innovation,9.0
30406,Nicolas LEPRÊTRE,Solidarité,5.0
30407,Nicolas LEPRÊTRE,Valeurs,4.0
30410,Nicolas LEPRÊTRE,Cadre de vie,3.0
30413,Nicolas LEPRÊTRE,Veille M3,5.0
30415,Nicolas LEPRÊTRE,Cohésion sociale,4.0
30420,Nicolas LEPRÊTRE,Santé,4.0
30423,Nicolas LEPRÊTRE,Ressources,3.0
30427,Nicolas LEPRÊTRE,Service public,5.0
30430,Nicolas LEPRÊTRE,Genre,8.0
30452,Nicolas LEPRÊTRE,Grand Lyon,2.0
30467,Nicolas LEPRÊTRE,Développement durable,1.0
30473,Nicolas LEPRÊTRE,Démocratie,3.0
30515,Nicolas LEPRÊTRE,Social,1.0
30546,Nicolas LEPRÊTRE,Sport,5.0
30613,Nicolas LEPRÊTRE,Action publique,3.0
31000,Genre,Anne-Caroline JAMBAUD,10.0
31009,Genre,Cédric POLÈRE,21.0
31010,Genre,Ludovic VIÉVARD,6.0
31031,Genre,Julie JEAMMAUD,6.0
31048,Genre,Blandine CERISIER,3.0
31049,Genre,Nicolas LEPRÊTRE,8.0
31052,Genre,Sylvie  MAURIS-DEMOURIOUX,7.0
31053,Genre,Julien CASALS,5.0
31094,Genre,Jean-Loup MOLIN,5.0
31098,Genre,Eddy MAAROUFI,3.0
31106,Genre,Margot BALDASSI,5.0
31111,Genre,Quentin ZARAGORI,5.0
31425,Genre,Kim SAKHO,5.0
31524,Genre,Patrick DESCHAMPS,1.0
31621,Anouk JORDAN,Culture,1.0
31632,Anouk JORDAN,Travail,16.0
31633,Anouk JORDAN,Entreprise,4.0
31640,Anouk JORDAN,Numérique,7.0
31643,Anouk JORDAN,Innovation,4.0
31648,Anouk JORDAN,Économie,6.0
31660,Anouk JORDAN,Santé,8.0
31665,Anouk JORDAN,Éducation,2.0
31674,Anouk JORDAN,Insertion,2.0
31688,Anouk JORDAN,Laïcité,2.0
31728,Anouk JORDAN,Management,4.0
31755,Anouk JORDAN,Social,2.0
32241,Sylvie  MAURIS-DEMOURIOUX,Culture,5.0
32243,Sylvie  MAURIS-DEMOURIOUX,Inclusion,10.0
32245,Sylvie  MAURIS-DEMOURIOUX,Pauvreté,2.0
32252,Sylvie  MAURIS-DEMOURIOUX,Travail,11.0
32253,Sylvie  MAURIS-DEMOURIOUX,Entreprise,5.0
32255,Sylvie  MAURIS-DEMOURIOUX,Temps,3.0
32257,Sylvie  MAURIS-DEMOURIOUX,Transition,6.0
32258,Sylvie  MAURIS-DEMOURIOUX,Climat,2.0
32260,Sylvie  MAURIS-DEMOURIOUX,Numérique,14.0
32263,Sylvie  MAURIS-DEMOURIOUX,Innovation,7.0
32266,Sylvie  MAURIS-DEMOURIOUX,Solidarité,2.0
32267,Sylvie  MAURIS-DEMOURIOUX,Valeurs,8.0
32268,Sylvie  MAURIS-DEMOURIOUX,Économie,5.0
32270,Sylvie  MAURIS-DEMOURIOUX,Cadre de vie,8.0
32273,Sylvie  MAURIS-DEMOURIOUX,Veille M3,50.0
32275,Sylvie  MAURIS-DEMOURIOUX,Cohésion sociale,10.0
32278,Sylvie  MAURIS-DEMOURIOUX,Politique de la ville,2.0
32280,Sylvie  MAURIS-DEMOURIOUX,Santé,12.0
32281,Sylvie  MAURIS-DEMOURIOUX,Handicap,6.0
32283,Sylvie  MAURIS-DEMOURIOUX,Ressources,18.0
32284,Sylvie  MAURIS-DEMOURIOUX,Prospective,7.0
32285,Sylvie  MAURIS-DEMOURIOUX,Éducation,14.0
32287,Sylvie  MAURIS-DEMOURIOUX,Service public,1.0
32290,Sylvie  MAURIS-DEMOURIOUX,Genre,7.0
32296,Sylvie  MAURIS-DEMOURIOUX,International,7.0
32298,Sylvie  MAURIS-DEMOURIOUX,Jeunesse,6.0
32301,Sylvie  MAURIS-DEMOURIOUX,Institution,3.0
32308,Sylvie  MAURIS-DEMOURIOUX,Laïcité,2.0
32311,Sylvie  MAURIS-DEMOURIOUX,Urbanisme,6.0
32312,Sylvie  MAURIS-DEMOURIOUX,Grand Lyon,17.0
32313,Sylvie  MAURIS-DEMOURIOUX,Justice,5.0
32315,Sylvie  MAURIS-DEMOURIOUX,Patrimoine,5.0
32324,Sylvie  MAURIS-DEMOURIOUX,Data,1.0
32333,Sylvie  MAURIS-DEMOURIOUX,Démocratie,16.0
32343,Sylvie  MAURIS-DEMOURIOUX,Recherche,20.0
32348,Sylvie  MAURIS-DEMOURIOUX,Management,4.0
32375,Sylvie  MAURIS-DEMOURIOUX,Social,3.0
32397,Sylvie  MAURIS-DEMOURIOUX,Personnes âgées,3.0
32406,Sylvie  MAURIS-DEMOURIOUX,Sport,6.0
32872,Julien CASALS,Travail,1.0
32873,Julien CASALS,Entreprise,2.0
32877,Julien CASALS,Transition,10.0
32878,Julien CASALS,Climat,1.0
32881,Julien CASALS,Usage,2.0
32883,Julien CASALS,Innovation,1.0
32887,Julien CASALS,Valeurs,4.0
32888,Julien CASALS,Économie,11.0
32890,Julien CASALS,Cadre de vie,2.0
32905,Julien CASALS,Éducation,1.0
32907,Julien CASALS,Service public,1.0
32910,Julien CASALS,Genre,5.0
32914,Julien CASALS,Insertion,5.0
32918,Julien CASALS,Jeunesse,1.0
32931,Julien CASALS,Urbanisme,1.0
32932,Julien CASALS,Grand Lyon,1.0
32995,Julien CASALS,Social,3.0
33009,Julien CASALS,Concertation,1.0
33017,Julien CASALS,Personnes âgées,3.0
33486,Insertion,Boris CHABANEL,7.0
33489,Insertion,Cédric POLÈRE,4.0
33531,Insertion,Anouk JORDAN,2.0
33533,Insertion,Julien CASALS,5.0
33545,Insertion,Lionel GASTINE,1.0
33578,Insertion,Eddy MAAROUFI,2.0
33591,Insertion,Quentin ZARAGORI,1.0
33593,Insertion,Pierre-Alain FOUR,4.0
33617,Insertion,Sophie KELLER,2.0
33651,Insertion,Yannick L’HORTY,1.0
33652,Insertion,Pierre GROSDEMOUGE,3.0
33663,Insertion,Virginie MILLIOT-BELMADANI,2.0
33796,Insertion,Bruno BIGOURDAN,1.0
33816,Insertion,Jean-Yves OTTMAN,1.0
34037,Insertion,"""Groupe dInitiatives Pour lIntégration dans la Ville GIPIV""",1.0
34115,Emmanuelle LAMBREY,Temps,2.0
34132,Emmanuelle LAMBREY,Citoyenneté,3.0
34136,Emmanuelle LAMBREY,Biodiversité,1.0
34145,Emmanuelle LAMBREY,Éducation,1.0
34146,Emmanuelle LAMBREY,Mobilité,6.0
34156,Emmanuelle LAMBREY,International,1.0
34171,Emmanuelle LAMBREY,Urbanisme,5.0
34173,Emmanuelle LAMBREY,Justice,1.0
34249,Emmanuelle LAMBREY,Concertation,1.0
34726,International,Boris CHABANEL,3.0
34728,International,Emile HOOGE,1.0
34729,International,Cédric POLÈRE,3.0
34730,International,Ludovic VIÉVARD,2.0
34736,International,Aurélien BOUTAUD,3.0
34742,International,Nicolas NOVA,2.0
34772,International,Sylvie  MAURIS-DEMOURIOUX,7.0
34775,International,Emmanuelle LAMBREY,1.0
34783,International,Geoffroy BING,1.0
34786,International,François MAYSSAL,2.0
34802,International,Elena DINGU-KYKLUND,1.0
34805,International,Yoan OLLIVIER,2.0
34819,International,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,21.0
34839,International,Bruno BENOIT,1.0
34849,International,Jacques LEVY,1.0
34851,International,Christian LEFÈVRE,2.0
34873,International,Eric CEDIEY,5.0
34909,International,Claudio BOLZMAN,1.0
34914,International,Iván BAJOMI,1.0
34915,International,Michel AGNAIEFF,1.0
34918,International,Valérie SALA PALA,2.0
34923,International,Pierre DOMMERGUES,2.0
34924,International,Christine DELFOUR,2.0
34943,International,Mónica COSTA,1.0
34944,International,Paulo Manuel COSTA,1.0
34947,International,Bernard JOUVE,3.0
34951,International,Collectif ECONOMIE ET HUMANISME,2.0
34960,International,Joseph YACOUB,1.0
34973,International,Lionel ARNAUD,1.0
34994,International,Nicolas BARRÉ,1.0
35002,International, Maryame AMAROUCHE,1.0
35003,International,Marie SENG,1.0
35004,International,Chloé SERME MORIN,1.0
35005,International,Justine SWORDY-BORIE,1.0
35006,International,Selene VILLALEJO COTA,1.0
35017,International,Gilles GUILLOT,1.0
35043,International,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",2.0
35069,International,Andrea REA,1.0
35081,International,Sophie DE GAILLARD,1.0
35096,International,Giorgio   DE AMBROGIO,2.0
35099,International,Sheila ROGERS,1.0
35115,International,Richard TOMLINS,1.0
35118,International, Nicole GOLANCZYK,1.0
35120,International,Charlotte RECOQUILLON,1.0
35148,International,Hans WERDMÖLDER,1.0
35152,International,Céline ROZENBLAT,1.0
35153,International,Patricia CICILLE,1.0
35158,International,André MICOUD,1.0
35159,International,Elisabeth PERROT,1.0
35164,International,John WRENCH,1.0
35165,International,Thierry THEURILLAT,1.0
35167,International,Adelina MIRANDA,1.0
35168,International,Surrendra SANTOKHI,1.0
35185,International,Anna Paula BEJA HORTA,1.0
35186,International,Joana MIRANDA,1.0
35187,International,Luciano LOIACONO-CLOUET,1.0
35195,International,Jean-Stephan CLERC,1.0
35196,International,Pierre MICHEL_,1.0
35197,International,Antoine FLEURY,1.0
35204,International,Deborah GALIMBERTI,1.0
35224,International,Edmond HERVÉ,1.0
35234,International,Eurocités  EDURC,1.0
35235,International,Mohamed Chérif FERJANI,1.0
35251,International,Enrico ALLASINO,1.0
35252,International,Elinor KELLY,1.0
35288,International,Marine DOUCHY,1.0
35289,International,Elina LUMBROSO,1.0
35290,International,Marina VALENTE,1.0
35297,International,Françoise SION,1.0
35315,International,Dieter GRAU,1.0
35316,International,Jessica READ,1.0
35331,International,Thomas FAIST,1.0
35339,International,Laurent LABORDE-TASTET,1.0
35378,Patricia BAUMANN,Politique de la ville,1.0
35398,Patricia BAUMANN,Jeunesse,1.0
35966,Jeunesse,Boris CHABANEL,6.0
35967,Jeunesse,Catherine DEBRAND,5.0
35968,Jeunesse,Emile HOOGE,6.0
35969,Jeunesse,Cédric POLÈRE,3.0
35970,Jeunesse,Ludovic VIÉVARD,1.0
35971,Jeunesse,Eve DENJEAN,10.0
35982,Jeunesse,Nicolas NOVA,3.0
35997,Jeunesse,Catherine PANASSIER,7.0
35999,Jeunesse,Caroline JANUEL,6.0
36012,Jeunesse,Sylvie  MAURIS-DEMOURIOUX,6.0
36013,Jeunesse,Julien CASALS,1.0
36017,Jeunesse,Patricia BAUMANN,1.0
36023,Jeunesse,Geoffroy BING,8.0
36025,Jeunesse,Lionel GASTINE,3.0
36026,Jeunesse,François MAYSSAL,3.0
36030,Jeunesse,Catherine FORET,4.0
36037,Jeunesse,Valérie PUGIN,2.0
36041,Jeunesse,Benjamin LIPPENS,2.0
36048,Jeunesse,Sebastian ROCHE,1.0
36054,Jeunesse,Jean-Loup MOLIN,4.0
36058,Jeunesse,Eddy MAAROUFI,1.0
36060,Jeunesse,Lucas PIESSAT,3.0
36061,Jeunesse,Gauthier BRAVAIS,3.0
36064,Jeunesse,Caroline HAMON,2.0
36070,Jeunesse,Gaspard LANDEL,2.0
36071,Jeunesse,Quentin ZARAGORI,1.0
36073,Jeunesse,Pierre-Alain FOUR,1.0
36097,Jeunesse,Sophie KELLER,11.0
36138,Jeunesse,Emmanuelle HENRY,1.0
36139,Jeunesse,Emmanuel THIMONIER-ROUZET,1.0
36143,Jeunesse,Virginie MILLIOT-BELMADANI,2.0
36153,Jeunesse,Olivier GIVRE,1.0
36176,Jeunesse,Serge TISSERON,4.0
36182,Jeunesse,Sandrine BOUCHER,1.0
36186,Jeunesse,Dann METTIDJI,2.0
36197,Jeunesse,Camille DUTHY,1.0
36236,Jeunesse,François RIO,2.0
36240,Jeunesse,Philippe MAZUEL,1.0
36249,Jeunesse,Julien THIBURCE,2.0
36283,Jeunesse,"CES - CONSEIL ÉCONOMIQUE, SOCIAL",1.0
36359,Jeunesse,Clément RENAUD,3.0
36399,Jeunesse,Elisabeth PERROT,1.0
36403,Jeunesse,Aldo NAOURI,1.0
36423,Jeunesse,Mélissa POUPELLOZ,2.0
36514,Jeunesse,Olivier GALLAND,1.0
36551,Jeunesse,(LMDE) LA MUTUELLE DES ETUDIANTS,1.0
36553,Jeunesse,Nicolas MATYJASIK,1.0
36570,Jeunesse,Marie JOMARD,1.0
36583,David CHEVALLIER,Inclusion,22.0
36585,David CHEVALLIER,Pauvreté,20.0
36606,David CHEVALLIER,Solidarité,14.0
36612,David CHEVALLIER,Citoyenneté,5.0
36620,David CHEVALLIER,Santé,1.0
36683,David CHEVALLIER,Recherche,1.0
37261,Martine LONG,Institution,1.0
37262,Martine LONG,Finance,1.0
37826,Institution,Boris CHABANEL,3.0
37828,Institution,Emile HOOGE,2.0
37829,Institution,Cédric POLÈRE,19.0
37830,Institution,Ludovic VIÉVARD,1.0
37836,Institution,Aurélien BOUTAUD,6.0
37857,Institution,Catherine PANASSIER,5.0
37872,Institution,Sylvie  MAURIS-DEMOURIOUX,3.0
37880,Institution,Martine LONG,1.0
37883,Institution,Geoffroy BING,5.0
37890,Institution,Catherine FORET,8.0
37900,Institution,Alexandre MONNIN,3.0
37901,Institution,Benjamin LIPPENS,1.0
37903,Institution,Antoine COURMONT,2.0
37905,Institution,Yoan OLLIVIER,2.0
37908,Institution,Sebastian ROCHE,3.0
37919,Institution,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,4.0
37932,Institution,Franck TANNERY,1.0
37951,Institution,Christian LEFÈVRE,1.0
37983,Institution,Jean-Pascal BONHOTAL,1.0
37989,Institution,Mathilde DELAMARE,1.0
38011,Institution,Stéphane AUTRAN,4.0
38027,Institution,Brigitte YVRAY-DANGUIS,1.0
38029,Institution,François ASCHER,1.0
38033,Institution,Paul BOINO,3.0
38034,Institution,Yannick BRUXELLE,2.0
38047,Institution,Bernard JOUVE,3.0
38051,Institution,Collectif ECONOMIE ET HUMANISME,1.0
38077,Institution,Chtristophe CHABROT,3.0
38086,Institution,Robert LAFORE,1.0
38087,Institution,Michel RAFFIN,1.0
38144,Institution, COMMUNAUTÉ URBAINE DE LYON,1.0
38146,Institution,Didier CAZELLES,1.0
38157,Institution,Anne-Sophie GORGE,1.0
38158,Institution,"""CdD - CONSEIL DE DÉVELOPPEMENT DE LAGGLOMÉRATION LYONNAISE""",1.0
38176,Institution,Florence LE NULZEC,2.0
38180,Institution,Romain BEAUCHER,2.0
38199,Institution,Sheila ROGERS,1.0
38204,Institution,Sylvère ANGOT,2.0
38211,Institution,Paul MICHELET,1.0
38228,Institution,Benoît MEYRONIN,1.0
38233,Institution,Martin VANIER,1.0
38305,Institution,Jean-Marie AUZIAS,2.0
38325,Institution,Gérard BERTOLINI,1.0
38334,Institution,Eurocités  EDURC,1.0
38336,Institution,Gilbert CETTE,1.0
38339,Institution,Frédérique BRUYAS,1.0
38340,Institution,Bernard PELLECUER,1.0
38353,Institution,COSF -  COMITÉ OLYMPIQUE SPORTIF FRANÇAIS,1.0
38376,Institution,Patrice RAYMOND,1.0
38418,Institution,Élise HO-PUN-CHEUNG,2.0
38500,Finance,Martine LONG,1.0
38538,Finance,Eddy MAAROUFI,3.0
38539,Finance,DPDP -  DIRECTION DE LA PROSPECTIVE ET DU DIALOGUE PUBLIC,1.0
38559,Finance,Bruno BENOIT,1.0
38573,Finance,Marie-Claire VILLEVAL,1.0
38681,Finance,Michel BOUVIER,1.0
38692,Finance,Gilles PINSON,1.0
38788,Finance,Idir CHERIEF,1.0
38809,Finance,Jean-François DRAPERI,1.0
38849,Finance,Camille GUEZENNEC,1.0
38850,Finance,Guillaume MALOCHET,1.0
38885,Finance,Thierry THEURILLAT,1.0
38899,Finance,Philippe STEINER,1.0
38924,Finance,Deborah GALIMBERTI,1.0
38947,Finance,Gérard SOUSI,1.0
38949,Finance,Rémi DORMOIS,1.0
39046,Finance,Victor CHOMENTOWSKI,1.0
39057,Finance,Dominique LORRAIN,1.0
39063,Geoffroy BING,Inclusion,3.0
39072,Geoffroy BING,Travail,2.0
39073,Geoffroy BING,Entreprise,32.0
39077,Geoffroy BING,Transition,2.0
39080,Geoffroy BING,Numérique,4.0
39081,Geoffroy BING,Usage,3.0
39083,Geoffroy BING,Innovation,32.0
39086,Geoffroy BING,Solidarité,2.0
39088,Geoffroy BING,Économie,15.0
39090,Geoffroy BING,Cadre de vie,7.0
39100,Geoffroy BING,Santé,6.0
